source,method,metric,mean,ci_low,ci_high,n_records,n_boot,seed
synthetic_100_priority0_qi_specificity,none,utility_weighted_specificity,1.0,1.0,1.0,100,5000,20260628
synthetic_100_priority0_qi_specificity,none,qi_specificity_score,1.0,1.0,1.0,100,5000,20260628
synthetic_100_priority0_qi_specificity,none,qi_exact_rate,1.0,1.0,1.0,100,5000,20260628
synthetic_100_priority0_qi_specificity,none,qi_generalized_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0_qi_specificity,none,qi_placeholder_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0_qi_specificity,none,qi_dropped_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0_qi_specificity,direct,utility_weighted_specificity,1.0,1.0,1.0,100,5000,20260628
synthetic_100_priority0_qi_specificity,direct,qi_specificity_score,1.0,1.0,1.0,100,5000,20260628
synthetic_100_priority0_qi_specificity,direct,qi_exact_rate,1.0,1.0,1.0,100,5000,20260628
synthetic_100_priority0_qi_specificity,direct,qi_generalized_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0_qi_specificity,direct,qi_placeholder_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0_qi_specificity,direct,qi_dropped_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0_qi_specificity,blanket_qi,utility_weighted_specificity,0.25,0.25,0.25,100,5000,20260628
synthetic_100_priority0_qi_specificity,blanket_qi,qi_specificity_score,0.25,0.25,0.25,100,5000,20260628
synthetic_100_priority0_qi_specificity,blanket_qi,qi_exact_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0_qi_specificity,blanket_qi,qi_generalized_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0_qi_specificity,blanket_qi,qi_placeholder_rate,1.0,1.0,1.0,100,5000,20260628
synthetic_100_priority0_qi_specificity,blanket_qi,qi_dropped_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0_qi_specificity,rbqig_b2,utility_weighted_specificity,0.369872,0.367626,0.372131,100,5000,20260628
synthetic_100_priority0_qi_specificity,rbqig_b2,qi_specificity_score,0.381048,0.377771,0.384286,100,5000,20260628
synthetic_100_priority0_qi_specificity,rbqig_b2,qi_exact_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0_qi_specificity,rbqig_b2,qi_generalized_rate,0.327619,0.319619,0.335716,100,5000,20260628
synthetic_100_priority0_qi_specificity,rbqig_b2,qi_placeholder_rate,0.672381,0.664095,0.680381,100,5000,20260628
synthetic_100_priority0_qi_specificity,rbqig_b2,qi_dropped_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0_qi_specificity,rbqig_b4,utility_weighted_specificity,0.439219,0.432524,0.446047,100,5000,20260628
synthetic_100_priority0_qi_specificity,rbqig_b4,qi_specificity_score,0.446572,0.441657,0.451772,100,5000,20260628
synthetic_100_priority0_qi_specificity,rbqig_b4,qi_exact_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0_qi_specificity,rbqig_b4,qi_generalized_rate,0.491428,0.478857,0.503571,100,5000,20260628
synthetic_100_priority0_qi_specificity,rbqig_b4,qi_placeholder_rate,0.508572,0.495857,0.520429,100,5000,20260628
synthetic_100_priority0_qi_specificity,rbqig_b4,qi_dropped_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0_qi_specificity,rbqig_b4_no_combo,utility_weighted_specificity,0.439219,0.432586,0.446314,100,5000,20260628
synthetic_100_priority0_qi_specificity,rbqig_b4_no_combo,qi_specificity_score,0.446572,0.4416,0.451544,100,5000,20260628
synthetic_100_priority0_qi_specificity,rbqig_b4_no_combo,qi_exact_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0_qi_specificity,rbqig_b4_no_combo,qi_generalized_rate,0.491428,0.479286,0.504143,100,5000,20260628
synthetic_100_priority0_qi_specificity,rbqig_b4_no_combo,qi_placeholder_rate,0.508572,0.496143,0.520572,100,5000,20260628
synthetic_100_priority0_qi_specificity,rbqig_b4_no_combo,qi_dropped_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0_qi_specificity,rbqig_b6,utility_weighted_specificity,0.55554,0.552904,0.558141,100,5000,20260628
synthetic_100_priority0_qi_specificity,rbqig_b6,qi_specificity_score,0.561619,0.557257,0.565905,100,5000,20260628
synthetic_100_priority0_qi_specificity,rbqig_b6,qi_exact_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0_qi_specificity,rbqig_b6,qi_generalized_rate,0.779048,0.768143,0.789381,100,5000,20260628
synthetic_100_priority0_qi_specificity,rbqig_b6,qi_placeholder_rate,0.220952,0.210379,0.231857,100,5000,20260628
synthetic_100_priority0_qi_specificity,rbqig_b6,qi_dropped_rate,0.0,0.0,0.0,100,5000,20260628
