source,comparison,metric,mean_diff,ci_low,ci_high,n_records,n_boot,seed
synthetic_100_priority0,rbqig_b4_no_combo_minus_rbqig_b4,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b4_no_combo_minus_rbqig_b4,record_compromise_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b4_no_combo_minus_rbqig_b4,exact_attribute_leakage,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b4_no_combo_minus_rbqig_b4,coarse_attribute_leakage,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b4_no_combo_minus_rbqig_b4,risk_weighted_leakage,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b4_no_combo_minus_rbqig_b4,label_preservation,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b4_no_combo_minus_rbqig_b4,utility_fact_preservation,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b4_no_combo_minus_rbqig_b4,token_change_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b4_minus_blanket_qi,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b4_minus_blanket_qi,record_compromise_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b4_minus_blanket_qi,exact_attribute_leakage,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b4_minus_blanket_qi,coarse_attribute_leakage,0.491429,0.479143,0.503432,100,5000,20260628
synthetic_100_priority0,rbqig_b4_minus_blanket_qi,risk_weighted_leakage,0.23635,0.228505,0.244729,100,5000,20260628
synthetic_100_priority0,rbqig_b4_minus_blanket_qi,label_preservation,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b4_minus_blanket_qi,utility_fact_preservation,0.283333,0.250833,0.314167,100,5000,20260628
synthetic_100_priority0,rbqig_b4_minus_blanket_qi,token_change_rate,-0.047223,-0.053309,-0.04133,100,5000,20260628
synthetic_100_priority0,rbqig_b2_minus_rbqig_b4,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b2_minus_rbqig_b4,record_compromise_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b2_minus_rbqig_b4,exact_attribute_leakage,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b2_minus_rbqig_b4,coarse_attribute_leakage,-0.16381,-0.167905,-0.159857,100,5000,20260628
synthetic_100_priority0,rbqig_b2_minus_rbqig_b4,risk_weighted_leakage,-0.075508,-0.080695,-0.070686,100,5000,20260628
synthetic_100_priority0,rbqig_b2_minus_rbqig_b4,label_preservation,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b2_minus_rbqig_b4,utility_fact_preservation,-0.233333,-0.255833,-0.209146,100,5000,20260628
synthetic_100_priority0,rbqig_b2_minus_rbqig_b4,token_change_rate,0.003757,0.00212,0.005544,100,5000,20260628
synthetic_100_priority0,rbqig_b6_minus_rbqig_b4,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b6_minus_rbqig_b4,record_compromise_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b6_minus_rbqig_b4,exact_attribute_leakage,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b6_minus_rbqig_b4,coarse_attribute_leakage,0.287619,0.278,0.297048,100,5000,20260628
synthetic_100_priority0,rbqig_b6_minus_rbqig_b4,risk_weighted_leakage,0.143451,0.136763,0.14995,100,5000,20260628
synthetic_100_priority0,rbqig_b6_minus_rbqig_b4,label_preservation,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b6_minus_rbqig_b4,utility_fact_preservation,0.233333,0.209167,0.256687,100,5000,20260628
synthetic_100_priority0,rbqig_b6_minus_rbqig_b4,token_change_rate,-0.023424,-0.027896,-0.018996,100,5000,20260628
