source,method,metric,mean,ci_low,ci_high,n_records,n_boot,seed
synthetic_100_priority0,none,direct_identifier_leakage,1.0,1.0,1.0,100,5000,20260628
synthetic_100_priority0,none,record_compromise_rate,1.0,1.0,1.0,100,5000,20260628
synthetic_100_priority0,none,exact_attribute_leakage,1.0,1.0,1.0,100,5000,20260628
synthetic_100_priority0,none,coarse_attribute_leakage,1.0,1.0,1.0,100,5000,20260628
synthetic_100_priority0,none,risk_weighted_leakage,1.0,1.0,1.0,100,5000,20260628
synthetic_100_priority0,none,label_preservation,1.0,1.0,1.0,100,5000,20260628
synthetic_100_priority0,none,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260628
synthetic_100_priority0,none,token_change_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,direct,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,direct,record_compromise_rate,1.0,1.0,1.0,100,5000,20260628
synthetic_100_priority0,direct,exact_attribute_leakage,1.0,1.0,1.0,100,5000,20260628
synthetic_100_priority0,direct,coarse_attribute_leakage,1.0,1.0,1.0,100,5000,20260628
synthetic_100_priority0,direct,risk_weighted_leakage,1.0,1.0,1.0,100,5000,20260628
synthetic_100_priority0,direct,label_preservation,1.0,1.0,1.0,100,5000,20260628
synthetic_100_priority0,direct,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260628
synthetic_100_priority0,direct,token_change_rate,0.134467,0.125288,0.143306,100,5000,20260628
synthetic_100_priority0,blanket_qi,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,blanket_qi,record_compromise_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,blanket_qi,exact_attribute_leakage,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,blanket_qi,coarse_attribute_leakage,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,blanket_qi,risk_weighted_leakage,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,blanket_qi,label_preservation,1.0,1.0,1.0,100,5000,20260628
synthetic_100_priority0,blanket_qi,utility_fact_preservation,0.433333,0.4,0.4675,100,5000,20260628
synthetic_100_priority0,blanket_qi,token_change_rate,0.636786,0.629692,0.644093,100,5000,20260628
synthetic_100_priority0,rbqig_b2,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b2,record_compromise_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b2,exact_attribute_leakage,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b2,coarse_attribute_leakage,0.327619,0.319238,0.335714,100,5000,20260628
synthetic_100_priority0,rbqig_b2,risk_weighted_leakage,0.160842,0.157341,0.164446,100,5000,20260628
synthetic_100_priority0,rbqig_b2,label_preservation,1.0,1.0,1.0,100,5000,20260628
synthetic_100_priority0,rbqig_b2,utility_fact_preservation,0.483333,0.454167,0.513333,100,5000,20260628
synthetic_100_priority0,rbqig_b2,token_change_rate,0.59332,0.586553,0.599855,100,5000,20260628
synthetic_100_priority0,rbqig_b4,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b4,record_compromise_rate,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b4,exact_attribute_leakage,0.0,0.0,0.0,100,5000,20260628
synthetic_100_priority0,rbqig_b4,coarse_attribute_leakage,0.491429,0.479,0.504143,100,5000,20260628
synthetic_100_priority0,rbqig_b4,risk_weighted_leakage,0.23635,0.228371,0.244292,100,5000,20260628
synthetic_100_priority0,rbqig_b4,label_preservation,1.0,1.0,1.0,100,5000,20260628
synthetic_100_priority0,rbqig_b4,utility_fact_preservation,0.716667,0.708333,0.724167,100,5000,20260628
synthetic_100_priority0,rbqig_b4,token_change_rate,0.589562,0.582244,0.59677,100,5000,20260628
synthetic_100_priority0,rbqig_b4_no_combo,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260628
