id,method,domain,direct_identifier_leakage,exact_attribute_leakage,coarse_attribute_leakage,risk_weighted_leakage,record_compromise_rate,label_preservation,utility_fact_preservation,token_change_rate
synth_0000,none,medical_admin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0001,none,legal_intake,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0002,none,financial_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0003,none,hr_workplace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0004,none,education_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0005,none,medical_admin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0006,none,legal_intake,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0007,none,financial_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0008,none,hr_workplace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0009,none,education_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0010,none,medical_admin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0011,none,legal_intake,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0012,none,financial_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0013,none,hr_workplace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0014,none,education_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0015,none,medical_admin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0016,none,legal_intake,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0017,none,financial_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0018,none,hr_workplace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0019,none,education_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0020,none,medical_admin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0021,none,legal_intake,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0022,none,financial_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0023,none,hr_workplace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0024,none,education_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0025,none,medical_admin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0026,none,legal_intake,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0027,none,financial_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0028,none,hr_workplace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0029,none,education_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0030,none,medical_admin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0031,none,legal_intake,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0032,none,financial_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0033,none,hr_workplace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0034,none,education_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0035,none,medical_admin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0036,none,legal_intake,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0037,none,financial_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0038,none,hr_workplace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0039,none,education_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0040,none,medical_admin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0041,none,legal_intake,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0042,none,financial_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0043,none,hr_workplace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0044,none,education_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0045,none,medical_admin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0046,none,legal_intake,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0047,none,financial_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0048,none,hr_workplace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0049,none,education_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0050,none,medical_admin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0051,none,legal_intake,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0052,none,financial_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0053,none,hr_workplace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0054,none,education_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0055,none,medical_admin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0056,none,legal_intake,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0057,none,financial_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0058,none,hr_workplace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0059,none,education_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0060,none,medical_admin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0061,none,legal_intake,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0062,none,financial_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0063,none,hr_workplace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0064,none,education_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0065,none,medical_admin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0066,none,legal_intake,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0067,none,financial_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0068,none,hr_workplace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0069,none,education_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0070,none,medical_admin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0071,none,legal_intake,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0072,none,financial_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0073,none,hr_workplace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0074,none,education_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0075,none,medical_admin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0076,none,legal_intake,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0077,none,financial_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0078,none,hr_workplace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0079,none,education_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0080,none,medical_admin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0081,none,legal_intake,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0082,none,financial_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0083,none,hr_workplace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0084,none,education_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0085,none,medical_admin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0086,none,legal_intake,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0087,none,financial_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0088,none,hr_workplace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0089,none,education_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0090,none,medical_admin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0091,none,legal_intake,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0092,none,financial_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0093,none,hr_workplace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0094,none,education_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0095,none,medical_admin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0096,none,legal_intake,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0097,none,financial_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0098,none,hr_workplace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0099,none,education_support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
synth_0000,direct,medical_admin,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18367346938775508
synth_0001,direct,legal_intake,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13636363636363635
synth_0002,direct,financial_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13725490196078427
synth_0003,direct,hr_workplace,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05128205128205132
synth_0004,direct,education_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13953488372093026
synth_0005,direct,medical_admin,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20454545454545459
synth_0006,direct,legal_intake,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13636363636363635
synth_0007,direct,financial_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13461538461538458
synth_0008,direct,hr_workplace,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05128205128205132
synth_0009,direct,education_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15000000000000002
synth_0010,direct,medical_admin,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19999999999999996
synth_0011,direct,legal_intake,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13953488372093026
synth_0012,direct,financial_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14583333333333337
synth_0013,direct,hr_workplace,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05405405405405406
synth_0014,direct,education_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15384615384615385
synth_0015,direct,medical_admin,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18367346938775508
synth_0016,direct,legal_intake,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1428571428571429
synth_0017,direct,financial_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14893617021276595
synth_0018,direct,hr_workplace,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05714285714285716
synth_0019,direct,education_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14634146341463417
synth_0020,direct,medical_admin,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19565217391304346
synth_0021,direct,legal_intake,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1428571428571429
synth_0022,direct,financial_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13461538461538458
synth_0023,direct,hr_workplace,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.052631578947368474
synth_0024,direct,education_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13636363636363635
synth_0025,direct,medical_admin,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19565217391304346
synth_0026,direct,legal_intake,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15384615384615385
synth_0027,direct,financial_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14583333333333337
synth_0028,direct,hr_workplace,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.050000000000000044
synth_0029,direct,education_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12765957446808507
synth_0030,direct,medical_admin,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18000000000000005
synth_0031,direct,legal_intake,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13953488372093026
synth_0032,direct,financial_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1428571428571429
synth_0033,direct,hr_workplace,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05405405405405406
synth_0034,direct,education_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14634146341463417
synth_0035,direct,medical_admin,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17647058823529416
synth_0036,direct,legal_intake,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13953488372093026
synth_0037,direct,financial_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14893617021276595
synth_0038,direct,hr_workplace,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.050000000000000044
synth_0039,direct,education_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12765957446808507
synth_0040,direct,medical_admin,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20454545454545459
synth_0041,direct,legal_intake,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13953488372093026
synth_0042,direct,financial_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14
synth_0043,direct,hr_workplace,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04878048780487809
synth_0044,direct,education_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13636363636363635
synth_0045,direct,medical_admin,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19148936170212771
synth_0046,direct,legal_intake,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13953488372093026
synth_0047,direct,financial_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1428571428571429
synth_0048,direct,hr_workplace,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05405405405405406
synth_0049,direct,education_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13043478260869568
synth_0050,direct,medical_admin,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18367346938775508
synth_0051,direct,legal_intake,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14634146341463417
synth_0052,direct,financial_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14583333333333337
synth_0053,direct,hr_workplace,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05714285714285716
synth_0054,direct,education_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1428571428571429
synth_0055,direct,medical_admin,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19999999999999996
synth_0056,direct,legal_intake,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1428571428571429
synth_0057,direct,financial_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13207547169811318
synth_0058,direct,hr_workplace,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.052631578947368474
synth_0059,direct,education_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1578947368421053
synth_0060,direct,medical_admin,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19565217391304346
synth_0061,direct,legal_intake,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15384615384615385
synth_0062,direct,financial_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1428571428571429
synth_0063,direct,hr_workplace,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05714285714285716
synth_0064,direct,education_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1428571428571429
synth_0065,direct,medical_admin,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20454545454545459
synth_0066,direct,legal_intake,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14634146341463417
synth_0067,direct,financial_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1428571428571429
synth_0068,direct,hr_workplace,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.050000000000000044
synth_0069,direct,education_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13953488372093026
synth_0070,direct,medical_admin,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19148936170212771
synth_0071,direct,legal_intake,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13636363636363635
synth_0072,direct,financial_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12727272727272732
synth_0073,direct,hr_workplace,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05714285714285716
synth_0074,direct,education_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16216216216216217
synth_0075,direct,medical_admin,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1875
synth_0076,direct,legal_intake,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1428571428571429
synth_0077,direct,financial_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13725490196078427
synth_0078,direct,hr_workplace,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04761904761904767
synth_0079,direct,education_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1428571428571429
synth_0080,direct,medical_admin,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2142857142857143
synth_0081,direct,legal_intake,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1428571428571429
synth_0082,direct,financial_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13461538461538458
synth_0083,direct,hr_workplace,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05882352941176472
synth_0084,direct,education_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15000000000000002
synth_0085,direct,medical_admin,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19148936170212771
synth_0086,direct,legal_intake,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14634146341463417
synth_0087,direct,financial_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13725490196078427
synth_0088,direct,hr_workplace,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.052631578947368474
synth_0089,direct,education_support,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14634146341463417
