id,method,domain,direct_identifier_leakage,exact_attribute_leakage,coarse_attribute_leakage,risk_weighted_leakage,record_compromise_rate,label_preservation,utility_fact_preservation,token_change_rate
ratbench_english_1,none,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_6,none,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_7,none,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_10,none,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0
ratbench_english_11,none,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_13,none,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_14,none,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_16,none,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_18,none,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_19,none,Meeting transcript,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
ratbench_english_21,none,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_23,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_25,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_27,none,Chatbot conversation,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
ratbench_english_29,none,Medical consultation,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
ratbench_english_30,none,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_33,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_35,none,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_36,none,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_37,none,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_42,none,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0
ratbench_english_43,none,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_44,none,Chatbot conversation,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
ratbench_english_46,none,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_51,none,Chatbot conversation,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
ratbench_english_52,none,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_54,none,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_55,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_56,none,Chatbot conversation,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
ratbench_english_59,none,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_1,direct,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0010183299389001643
ratbench_english_6,direct,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_7,direct,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_10,direct,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0
ratbench_english_11,direct,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_13,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_14,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
