id,method,domain,direct_identifier_leakage,exact_attribute_leakage,coarse_attribute_leakage,risk_weighted_leakage,record_compromise_rate,label_preservation,utility_fact_preservation,token_change_rate
ratbench_english_0,none,Medical consultation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_1,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_2,none,Medical consultation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_3,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_4,none,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_5,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_6,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_7,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_8,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_9,none,Medical consultation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_10,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_11,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_12,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_13,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_14,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_15,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_16,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_17,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_18,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_19,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_20,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_21,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_22,none,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_23,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_24,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_25,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_26,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_27,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_28,none,Medical consultation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_29,none,Medical consultation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_30,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_31,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_32,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_33,none,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_34,none,Medical consultation,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
ratbench_english_35,none,Chatbot conversation,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
ratbench_english_36,none,Medical consultation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_37,none,Meeting transcript,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
ratbench_english_38,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_39,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_40,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_41,none,Medical consultation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_42,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_43,none,Medical consultation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_44,none,Meeting transcript,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
ratbench_english_45,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_46,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_47,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_48,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_49,none,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_50,none,Medical consultation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_51,none,Medical consultation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_52,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_53,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_54,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_55,none,Chatbot conversation,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
ratbench_english_56,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_57,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_58,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_59,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_60,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_61,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_62,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_63,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_64,none,Meeting transcript,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
ratbench_english_65,none,Medical consultation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_66,none,Medical consultation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_67,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_68,none,Medical consultation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_69,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_70,none,Medical consultation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_71,none,Medical consultation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_72,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_73,none,Chatbot conversation,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
ratbench_english_74,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_75,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_76,none,Medical consultation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_77,none,Medical consultation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_78,none,Medical consultation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_79,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_80,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_81,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_82,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_83,none,Medical consultation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_84,none,Meeting transcript,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
ratbench_english_85,none,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_86,none,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_87,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
