source,method,metric,mean,ci_low,ci_high,n_records,n_boot,seed
synthetic_100,none,direct_identifier_leakage,1.0,1.0,1.0,100,5000,20260627
synthetic_100,none,record_compromise_rate,1.0,1.0,1.0,100,5000,20260627
synthetic_100,none,exact_attribute_leakage,1.0,1.0,1.0,100,5000,20260627
synthetic_100,none,coarse_attribute_leakage,1.0,1.0,1.0,100,5000,20260627
synthetic_100,none,risk_weighted_leakage,1.0,1.0,1.0,100,5000,20260627
synthetic_100,none,label_preservation,1.0,1.0,1.0,100,5000,20260627
synthetic_100,none,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260627
synthetic_100,none,token_change_rate,0.0,0.0,0.0,100,5000,20260627
synthetic_100,direct,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
synthetic_100,direct,record_compromise_rate,1.0,1.0,1.0,100,5000,20260627
synthetic_100,direct,exact_attribute_leakage,1.0,1.0,1.0,100,5000,20260627
synthetic_100,direct,coarse_attribute_leakage,1.0,1.0,1.0,100,5000,20260627
synthetic_100,direct,risk_weighted_leakage,1.0,1.0,1.0,100,5000,20260627
synthetic_100,direct,label_preservation,1.0,1.0,1.0,100,5000,20260627
synthetic_100,direct,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260627
synthetic_100,direct,token_change_rate,0.134467,0.125655,0.143276,100,5000,20260627
synthetic_100,blanket_qi,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
synthetic_100,blanket_qi,record_compromise_rate,0.0,0.0,0.0,100,5000,20260627
synthetic_100,blanket_qi,exact_attribute_leakage,0.0,0.0,0.0,100,5000,20260627
synthetic_100,blanket_qi,coarse_attribute_leakage,0.0,0.0,0.0,100,5000,20260627
synthetic_100,blanket_qi,risk_weighted_leakage,0.0,0.0,0.0,100,5000,20260627
synthetic_100,blanket_qi,label_preservation,1.0,1.0,1.0,100,5000,20260627
synthetic_100,blanket_qi,utility_fact_preservation,0.433333,0.399167,0.468333,100,5000,20260627
synthetic_100,blanket_qi,token_change_rate,0.636786,0.629498,0.643821,100,5000,20260627
synthetic_100,rbqig_b2,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
synthetic_100,rbqig_b2,record_compromise_rate,0.0,0.0,0.0,100,5000,20260627
synthetic_100,rbqig_b2,exact_attribute_leakage,0.0,0.0,0.0,100,5000,20260627
synthetic_100,rbqig_b2,coarse_attribute_leakage,0.327619,0.31981,0.33581,100,5000,20260627
synthetic_100,rbqig_b2,risk_weighted_leakage,0.160842,0.157292,0.164347,100,5000,20260627
synthetic_100,rbqig_b2,label_preservation,1.0,1.0,1.0,100,5000,20260627
synthetic_100,rbqig_b2,utility_fact_preservation,0.483333,0.453333,0.514167,100,5000,20260627
synthetic_100,rbqig_b2,token_change_rate,0.59332,0.586867,0.599928,100,5000,20260627
synthetic_100,rbqig_b4,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
synthetic_100,rbqig_b4,record_compromise_rate,0.0,0.0,0.0,100,5000,20260627
synthetic_100,rbqig_b4,exact_attribute_leakage,0.0,0.0,0.0,100,5000,20260627
synthetic_100,rbqig_b4,coarse_attribute_leakage,0.491429,0.479429,0.503857,100,5000,20260627
synthetic_100,rbqig_b4,risk_weighted_leakage,0.23635,0.228532,0.244757,100,5000,20260627
synthetic_100,rbqig_b4,label_preservation,1.0,1.0,1.0,100,5000,20260627
synthetic_100,rbqig_b4,utility_fact_preservation,0.716667,0.708333,0.724167,100,5000,20260627
synthetic_100,rbqig_b4,token_change_rate,0.589562,0.582663,0.596666,100,5000,20260627
synthetic_100,rbqig_b6,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
synthetic_100,rbqig_b6,record_compromise_rate,0.0,0.0,0.0,100,5000,20260627
synthetic_100,rbqig_b6,exact_attribute_leakage,0.0,0.0,0.0,100,5000,20260627
synthetic_100,rbqig_b6,coarse_attribute_leakage,0.779048,0.768476,0.790002,100,5000,20260627
synthetic_100,rbqig_b6,risk_weighted_leakage,0.379801,0.375265,0.384139,100,5000,20260627
synthetic_100,rbqig_b6,label_preservation,1.0,1.0,1.0,100,5000,20260627
synthetic_100,rbqig_b6,utility_fact_preservation,0.95,0.93,0.9675,100,5000,20260627
synthetic_100,rbqig_b6,token_change_rate,0.566138,0.557586,0.574659,100,5000,20260627
