source,comparison,metric,mean_diff,ci_low,ci_high,n_records,n_boot,seed
synthetic_100,direct_minus_rbqig_b4,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
synthetic_100,direct_minus_rbqig_b4,record_compromise_rate,1.0,1.0,1.0,100,5000,20260627
synthetic_100,direct_minus_rbqig_b4,exact_attribute_leakage,1.0,1.0,1.0,100,5000,20260627
synthetic_100,direct_minus_rbqig_b4,coarse_attribute_leakage,0.508571,0.496286,0.520432,100,5000,20260627
synthetic_100,direct_minus_rbqig_b4,risk_weighted_leakage,0.76365,0.755376,0.771687,100,5000,20260627
synthetic_100,direct_minus_rbqig_b4,label_preservation,0.0,0.0,0.0,100,5000,20260627
synthetic_100,direct_minus_rbqig_b4,utility_fact_preservation,0.283333,0.275812,0.291667,100,5000,20260627
synthetic_100,direct_minus_rbqig_b4,token_change_rate,-0.455095,-0.463164,-0.446956,100,5000,20260627
synthetic_100,direct_minus_blanket_qi,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
synthetic_100,direct_minus_blanket_qi,record_compromise_rate,1.0,1.0,1.0,100,5000,20260627
synthetic_100,direct_minus_blanket_qi,exact_attribute_leakage,1.0,1.0,1.0,100,5000,20260627
synthetic_100,direct_minus_blanket_qi,coarse_attribute_leakage,1.0,1.0,1.0,100,5000,20260627
synthetic_100,direct_minus_blanket_qi,risk_weighted_leakage,1.0,1.0,1.0,100,5000,20260627
synthetic_100,direct_minus_blanket_qi,label_preservation,0.0,0.0,0.0,100,5000,20260627
synthetic_100,direct_minus_blanket_qi,utility_fact_preservation,0.566667,0.530833,0.601667,100,5000,20260627
synthetic_100,direct_minus_blanket_qi,token_change_rate,-0.502319,-0.511261,-0.493574,100,5000,20260627
synthetic_100,rbqig_b4_minus_blanket_qi,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
synthetic_100,rbqig_b4_minus_blanket_qi,record_compromise_rate,0.0,0.0,0.0,100,5000,20260627
synthetic_100,rbqig_b4_minus_blanket_qi,exact_attribute_leakage,0.0,0.0,0.0,100,5000,20260627
synthetic_100,rbqig_b4_minus_blanket_qi,coarse_attribute_leakage,0.491429,0.479571,0.504143,100,5000,20260627
synthetic_100,rbqig_b4_minus_blanket_qi,risk_weighted_leakage,0.23635,0.22853,0.244715,100,5000,20260627
synthetic_100,rbqig_b4_minus_blanket_qi,label_preservation,0.0,0.0,0.0,100,5000,20260627
synthetic_100,rbqig_b4_minus_blanket_qi,utility_fact_preservation,0.283333,0.251667,0.315833,100,5000,20260627
synthetic_100,rbqig_b4_minus_blanket_qi,token_change_rate,-0.047223,-0.05325,-0.041206,100,5000,20260627
