source,comparison,metric,mean_diff,ci_low,ci_high,n_records,n_boot,seed
synthetic_30_blind_api,direct_minus_rbqig_b4,direct_identifier_leakage,0.0,0.0,0.0,30,5000,20260627
synthetic_30_blind_api,direct_minus_rbqig_b4,record_compromise_rate,0.966667,0.9,1.0,30,5000,20260627
synthetic_30_blind_api,direct_minus_rbqig_b4,exact_attribute_leakage,0.940317,0.886187,0.983333,30,5000,20260627
synthetic_30_blind_api,direct_minus_rbqig_b4,coarse_attribute_leakage,0.934762,0.880317,0.978571,30,5000,20260627
synthetic_30_blind_api,direct_minus_rbqig_b4,risk_weighted_leakage,0.947799,0.901715,0.983,30,5000,20260627
synthetic_30_blind_api,direct_minus_rbqig_b4,label_preservation,0.233333,0.1,0.4,30,5000,20260627
synthetic_30_blind_api,direct_minus_rbqig_b4,utility_fact_preservation,0.566667,0.488889,0.65,30,5000,20260627
synthetic_30_blind_api,direct_minus_rbqig_b4,token_change_rate,-0.423767,-0.454994,-0.389028,30,5000,20260627
synthetic_30_blind_api,direct_minus_blanket_qi,direct_identifier_leakage,0.0,0.0,0.0,30,5000,20260627
synthetic_30_blind_api,direct_minus_blanket_qi,record_compromise_rate,1.0,1.0,1.0,30,5000,20260627
synthetic_30_blind_api,direct_minus_blanket_qi,exact_attribute_leakage,0.960317,0.922222,0.989683,30,5000,20260627
synthetic_30_blind_api,direct_minus_blanket_qi,coarse_attribute_leakage,0.960317,0.923016,0.989683,30,5000,20260627
synthetic_30_blind_api,direct_minus_blanket_qi,risk_weighted_leakage,0.967616,0.937546,0.991392,30,5000,20260627
synthetic_30_blind_api,direct_minus_blanket_qi,label_preservation,0.266667,0.133333,0.433333,30,5000,20260627
synthetic_30_blind_api,direct_minus_blanket_qi,utility_fact_preservation,0.638889,0.569444,0.708333,30,5000,20260627
synthetic_30_blind_api,direct_minus_blanket_qi,token_change_rate,-0.49451,-0.529115,-0.45883,30,5000,20260627
synthetic_30_blind_api,rbqig_b4_minus_blanket_qi,direct_identifier_leakage,0.0,0.0,0.0,30,5000,20260627
synthetic_30_blind_api,rbqig_b4_minus_blanket_qi,record_compromise_rate,0.033333,0.0,0.1,30,5000,20260627
synthetic_30_blind_api,rbqig_b4_minus_blanket_qi,exact_attribute_leakage,0.02,0.0,0.06,30,5000,20260627
synthetic_30_blind_api,rbqig_b4_minus_blanket_qi,coarse_attribute_leakage,0.025556,0.0,0.071111,30,5000,20260627
synthetic_30_blind_api,rbqig_b4_minus_blanket_qi,risk_weighted_leakage,0.019817,0.0,0.057177,30,5000,20260627
synthetic_30_blind_api,rbqig_b4_minus_blanket_qi,label_preservation,0.033333,0.0,0.1,30,5000,20260627
synthetic_30_blind_api,rbqig_b4_minus_blanket_qi,utility_fact_preservation,0.072222,0.033333,0.116667,30,5000,20260627
synthetic_30_blind_api,rbqig_b4_minus_blanket_qi,token_change_rate,-0.070742,-0.088579,-0.054817,30,5000,20260627
