source,method,metric,mean,ci_low,ci_high,n_records,n_boot,seed
ratbench_d1_blind_backstop_v2_api_100_privacy_aware_utility_40,direct,privacy_aware_label_preservation,1.0,1.0,1.0,40,5000,20260628
ratbench_d1_blind_backstop_v2_api_100_privacy_aware_utility_40,direct,task_content_preservation,0.917,0.9035,0.93,40,5000,20260628
ratbench_d1_blind_backstop_v2_api_100_privacy_aware_utility_40,direct,privacy_aware_utility,0.865,0.825,0.905,40,5000,20260628
ratbench_d1_blind_backstop_v2_api_100_privacy_aware_utility_40,direct,private_loss_penalty,0.0,0.0,0.0,40,5000,20260628
ratbench_d1_blind_backstop_v2_api_100_privacy_aware_utility_40,blanket_qi,privacy_aware_label_preservation,1.0,1.0,1.0,40,5000,20260628
ratbench_d1_blind_backstop_v2_api_100_privacy_aware_utility_40,blanket_qi,task_content_preservation,0.81975,0.801,0.83775,40,5000,20260628
ratbench_d1_blind_backstop_v2_api_100_privacy_aware_utility_40,blanket_qi,privacy_aware_utility,0.875,0.835,0.915,40,5000,20260628
ratbench_d1_blind_backstop_v2_api_100_privacy_aware_utility_40,blanket_qi,private_loss_penalty,0.025,0.0,0.075,40,5000,20260628
ratbench_d1_blind_backstop_v2_api_100_privacy_aware_utility_40,rbqig_b4,privacy_aware_label_preservation,1.0,1.0,1.0,40,5000,20260628
ratbench_d1_blind_backstop_v2_api_100_privacy_aware_utility_40,rbqig_b4,task_content_preservation,0.796,0.77125,0.8175,40,5000,20260628
ratbench_d1_blind_backstop_v2_api_100_privacy_aware_utility_40,rbqig_b4,privacy_aware_utility,0.83,0.785,0.87,40,5000,20260628
ratbench_d1_blind_backstop_v2_api_100_privacy_aware_utility_40,rbqig_b4,private_loss_penalty,0.0,0.0,0.0,40,5000,20260628
